,Unnamed: 0,Price,Vulgewicht wassen,Volume centrifugeren,Aantal programma’s,Fabrieksgarantie,Energieverbruik per 100 cycli,Aantal toeren per minuut (nominale capaciteit),Programmaduur wassen,size,all_properties,Type apparaat_Was-droogcombinatie,Type apparaat_Wasmachine,Type belading_Voorlader,Trommelmateriaal_Kunststof,Kleur (basic)_Wit,Kleur (basic)_Zwart,Energie-efficiëntieklasse (EU 2017/1369)_B,Energie-efficiëntieklasse (EU 2017/1369)_C,Energie-efficiëntieklasse (EU 2017/1369)_D,Energie-efficiëntieklasse (EU 2017/1369)_E,Energie-efficiëntieklasse (EU 2017/1369)_F,Brand_BEKO,Brand_BOSCH,Brand_EVERGLADES,Brand_HAIER,Brand_INVENTUM,Brand_KOENIC,Brand_LG,Brand_MIELE,Brand_OK.,Brand_SAMSUNG,Brand_SHARP,Brand_SIEMENS,Brand_WHIRLPOOL
83,83.0,422.0,2.0,71.0,8.0,2.0,45.805610912181024,1400.0,210.0,142726.22,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84,84.0,417.0,7.0,75.0,15.0,2.0,69.0,1400.0,200.0,299191.36,9.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
85,85.0,369.0,7.0,73.0,15.0,2.0,69.0,1300.0,207.0,277200.0,9.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,86.0,529.0,8.0,76.0,16.0,2.0,47.0,1600.0,215.0,278162.5,9.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,87.0,428.0,8.0,76.0,16.0,2.0,54.0,1400.0,200.0,277950.0,8.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,88.0,600.0,10.0,40.0,15.0,2.0,51.0,1400.0,238.0,322560.0,12.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,89.0,1099.0,8.0,68.0,16.0,2.0,47.0,1600.0,199.0,324360.0,11.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
90,90.0,849.0,9.0,69.0,14.0,10.0,46.33632386006414,1400.0,210.0,299191.36,13.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
91,91.0,1149.0,9.0,74.0,13.0,2.0,48.0,1300.0,210.0,299191.36,10.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,92.0,1249.0,10.0,74.0,13.0,2.0,59.0,1300.0,210.0,299191.36,9.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,93.0,1249.0,10.0,72.0,11.04540492179726,2.0,54.29232772695461,1600.0,239.0,299191.36,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
94,94.0,1389.0,10.0,72.0,21.0,2.0,76.93527360709714,1400.0,210.0,315418.688,9.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
95,95.0,1151.0,12.0,70.0,14.0,2.0,55.0,1400.0,240.0,414117.0,12.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
96,96.0,799.0,9.0,70.0,13.0,2.0,48.0,1400.0,210.0,299191.36,13.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
97,97.0,1049.0,10.0,75.0,15.0,2.0,73.13478763759512,1600.0,239.0,299191.36,7.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
98,98.0,479.0,8.0,73.0,14.0,2.0,63.0,1400.0,218.0,288150.0,9.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
99,99.0,957.0,10.5,73.0,14.0,2.0,53.0,1600.0,105.0,288150.0,11.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,100.0,699.0,8.0,72.0,22.0,2.0,53.27496014157913,1400.0,210.0,280500.0,12.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
101,101.0,479.0,8.0,73.0,15.0,2.0,62.0,1400.0,209.0,299191.36,10.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,102.0,549.0,9.0,72.0,15.0,2.0,49.0,1400.0,228.0,302400.0,13.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,103.0,449.0,7.0,75.0,15.0,2.0,69.0,1400.0,200.0,278907.2,8.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,104.0,499.0,9.0,74.0,16.0,2.0,48.0,1400.0,228.0,303450.0,9.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,105.0,798.0,9.0,72.0,14.0,2.0,58.0,1400.0,228.0,285600.0,11.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
106,106.0,519.0,9.0,73.0,14.0,2.0,58.0,1400.0,210.0,288150.0,9.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
107,107.0,799.0,9.0,70.0,14.0,2.0,48.0,1400.0,210.0,299191.36,13.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,108.0,779.0,9.0,73.0,21.007708623533944,2.0,66.499112802117,1351.0,228.0,298177.152,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,109.0,729.0,7.0,78.0,10.0,2.0,88.0,1300.0,205.0,216000.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,110.0,1099.0,9.0,69.0,19.0,2.0,48.0,1400.0,224.0,299191.36,14.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,111.0,479.0,8.0,73.0,15.0,2.0,62.0,1400.0,209.0,299191.36,9.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
112,112.0,699.0,9.0,72.0,15.0,2.0,66.0,1400.0,217.0,298132.89999999997,9.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,113.0,699.0,8.0,72.0,24.0,2.0,54.0,1400.0,215.0,307236.085,11.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
114,114.0,1499.0,6.0,70.0,10.0,2.0,55.0,1200.0,189.0,50784.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
115,115.0,979.0,17.0,74.0,14.0,2.0,101.0,1100.0,239.0,533610.0,11.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
116,116.0,899.0,9.0,70.0,19.0,2.0,48.0,1400.0,224.0,299191.36,14.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,117.0,749.0,10.5,73.0,14.0,2.0,61.0,1400.0,160.0,288150.0,8.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
118,118.0,459.0,9.0,72.0,15.0,2.0,49.0,1400.0,228.0,311100.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,119.0,429.0,7.0,75.0,14.898685462228887,2.0,69.0,1400.0,200.0,276878.784,7.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,120.0,849.0,9.0,70.0,15.0,2.0,46.14093263019603,1300.0,210.0,299191.36,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
121,121.0,399.0,8.0,72.0,15.0,2.0,62.0,1300.0,218.0,156096.0,10.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,122.0,1399.0,8.0,68.0,22.0,2.0,47.0,1400.0,219.0,324360.0,13.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
123,123.0,1129.0,10.0,71.0,15.0,2.0,79.52736823195855,1600.0,210.0,299191.36,9.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
124,124.0,899.0,10.5,73.0,14.0,2.0,53.0,1600.0,240.0,285600.0,12.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
125,125.0,799.0,8.0,75.0,24.0,2.0,63.0,1400.0,210.0,336600.0,10.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,126.0,499.0,8.0,78.0,14.0,2.0,63.0,1400.0,210.0,316748.25,8.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
127,127.0,459.0,9.0,75.0,15.0,2.0,57.0,1400.0,228.0,322560.0,8.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,128.0,749.0,9.0,71.0,17.0,2.0,46.0,1351.0,210.0,350610.0,9.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,129.0,749.0,9.0,70.0,18.0,2.0,80.47072319928645,1400.0,210.0,298177.152,10.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,130.0,779.0,9.0,72.0,12.0,2.0,46.15584334608999,1351.0,228.0,298177.152,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
131,131.0,648.0,9.0,72.0,15.0,2.0,66.0,1400.0,217.0,350880.0,9.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
132,132.0,409.0,7.0,72.0,15.0,2.0,69.0,1400.0,207.0,277200.0,13.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,133.0,439.0,8.0,72.0,15.0,2.0,62.0,1400.0,218.0,297360.0,8.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,134.0,749.0,9.0,71.0,14.0,2.0,52.2328210466743,1400.0,210.0,299191.36,9.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
135,135.0,749.0,9.0,71.0,19.0,2.0,47.1691737719801,1400.0,210.0,299191.36,11.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,136.0,749.0,9.0,72.0,15.0,2.0,66.0,1400.0,217.0,298132.89999999997,12.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,137.0,429.0,7.0,81.0,14.0,2.0,69.0,1400.0,205.0,289095.625,7.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
138,138.0,599.0,9.0,75.0,14.0,2.0,77.0,1400.0,227.0,285600.0,11.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
139,139.0,549.0,8.0,85.0,14.0,2.0,73.0,1600.0,210.0,316748.25,10.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
140,140.0,619.0,8.0,75.0,10.0,2.0,54.0,1600.0,205.0,293250.0,9.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,141.0,1189.0,10.0,74.0,14.0,2.0,57.7979679668872,1500.0,210.0,299191.36,13.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,142.0,799.0,9.0,71.0,18.0,2.0,78.30373609385991,1500.0,210.0,299191.36,12.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,143.0,999.0,9.0,71.0,18.0,2.0,73.88375701126816,1300.0,210.0,299191.36,13.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,144.0,1089.0,9.0,70.0,14.0,2.0,65.0,1600.0,227.0,299191.36,12.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,145.0,549.0,9.0,74.0,14.0,2.0,77.0,1400.0,227.0,285600.0,9.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
146,146.0,749.0,9.0,71.0,14.0,2.0,50.519052322834106,1300.0,210.0,298177.152,9.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
147,147.0,889.0,9.0,71.0,16.23969844576702,2.0,66.0,1400.0,217.0,299191.36,9.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
148,148.0,849.0,9.0,72.0,17.38078563903194,2.0,66.0,1400.0,217.0,298132.89999999997,12.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,149.0,949.0,9.0,70.0,13.0,2.0,48.0,1400.0,224.0,299191.36,14.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
150,150.0,799.0,9.0,74.0,19.0,2.0,59.94742849714504,1300.0,210.0,299191.36,11.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
151,151.0,1079.0,9.0,70.0,14.0,2.0,65.0,1600.0,227.0,299191.36,13.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
152,152.0,899.0,9.0,70.0,13.0,2.0,48.0,1400.0,210.0,299191.36,14.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
153,153.0,899.0,9.0,70.0,13.0,2.0,82.61184708371482,1500.0,210.0,299191.36,9.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,154.0,1079.0,9.0,70.0,14.0,2.0,65.0,1600.0,227.0,299191.36,13.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
155,155.0,889.0,9.0,71.0,21.0,2.0,71.69777161117698,1400.0,210.0,299191.36,12.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,156.0,1129.0,10.0,73.0,14.20489828371781,2.0,62.88968263604494,1600.0,239.0,299191.36,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
